Substantiv,bojning,Singular obestämd,Singular obestämd genitiv,Singular bestämd,Singular bestämd genitiv,Plural obestämd,Plural obestämd genitiv,Plural bestämd,Plural bestämd genitiv,Articles,Obestämd Initial Två Bokstäver,Bestämd Initial Två Bokstäver,Obestämd Initial Tre Bokstäver,Bestämd Initial Tre Bokstäver,Obestämd Slutlig Två Bokstäver,Bestämd Slutlig Två Bokstäver,Obestämd Slutlig Tre Bokstäver,Bestämd Slutlig Tre Bokstäver,Obestämd Vokalratio,Bestämd Vokalratio,Obestämd Ord Längd,Bestämd Ord Längd
dag,~en el. vard. dan; pl. ~ar el. vard. dar ,dag,dags,dagen (dan),dagens (dans),dagar (dar),dagars (dars),dagarna,dagarnas,en,da,da,dag,dag,ag,an,dag,dan,0.3333333333333333,0.2727272727272727,3,11
trauma,~t ~n ,trauma,traumas,traumat,traumats,trauman,traumans,traumana,traumanas,ett,tr,tr,tra,tra,ma,at,uma,mat,0.5,0.42857142857142855,6,7
skälla,~n skällor ,skälla,skällas,skällan,skällans,skällor,skällors,skällorna,skällornas,en,sk,sk,skä,skä,la,an,lla,lan,0.3333333333333333,0.2857142857142857,6,7
förklar·ing,~en ~ar ,förklaring,förklarings,förklaringen,förklaringens,förklaringar,förklaringars,förklaringarna,förklaringarnas,en,fö,fö,för,för,ng,en,ing,gen,0.3,0.3333333333333333,10,12
konkret,~et ~er ,konkret,konkrets,konkretet,konkretets,konkreter,konkreters,konkreterna,konkreternas,ett,ko,ko,kon,kon,et,et,ret,tet,0.2857142857142857,0.3333333333333333,7,9
möjlighet,~en ~er ,möjlighet,möjlighets,möjligheten,möjlighetens,möjligheter,möjligheters,möjligheterna,möjligheternas,en,mö,mö,möj,möj,et,en,het,ten,0.3333333333333333,0.36363636363636365,9,11
barn,~et; pl. ~ ,barn,barns,barnet,barnets,barn,barns,barnen,barnens,ett,ba,ba,bar,bar,rn,et,arn,net,0.25,0.3333333333333333,4,6
evaluer·ing,~en ~ar ,evaluering,evaluerings,evalueringen,evalueringens,evalueringar,evalueringars,evalueringarna,evalueringarnas,en,ev,ev,eva,eva,ng,en,ing,gen,0.5,0.5,10,12
material,~et; pl. ~ ,material,materials,materialet,materialets,material,materials,materialen,materialens,ett,ma,ma,mat,mat,al,et,ial,let,0.5,0.5,8,10
fras,~en ~er ,fras,fras,frasen,frasens,fraser,frasers,fraserna,frasernas,en,fr,fr,fra,fra,as,en,ras,sen,0.25,0.3333333333333333,4,6
fras,~et ,fras,fras,fraset,frasets,NOP,NOP,NOP,NOP,ett,fr,fr,fra,fra,as,et,ras,set,0.25,0.3333333333333333,4,6
överförmynderi,~et ,överförmynderi,överförmynderis,överförmynderiet,överförmynderiets,NOP,NOP,NOP,NOP,ett,öv,öv,öve,öve,ri,et,eri,iet,0.42857142857142855,0.4375,14,16
schampo,~t ~n ,schampo,schampos,schampot,schampots,schampon,schampons,schampona,schamponas,ett,sc,sc,sch,sch,po,ot,mpo,pot,0.2857142857142857,0.25,7,8
solidaritet,~en ~er ,solidaritet,solidaritets,solidariteten,solidaritetens,solidariteter,solidariteters,solidariteterna,solidariteternas,en,so,so,sol,sol,et,en,tet,ten,0.45454545454545453,0.46153846153846156,11,13
städ,~et; pl. ~ ,städ,städs,städet,städets,städ,städs,städen,städens,ett,st,st,stä,stä,äd,et,täd,det,0.25,0.3333333333333333,4,6
borg,~en ~ar ,borg,borgs,borgen,borgens,borgar,borgars,borgarna,borgarnas,en,bo,bo,bor,bor,rg,en,org,gen,0.25,0.3333333333333333,4,6
synonym,~en ~er ,synonym,synonyms,synonymen,synonymens,synonymer,synonymers,synonymerna,synonymernas,en,sy,sy,syn,syn,ym,en,nym,men,0.42857142857142855,0.4444444444444444,7,9
empiri,~n ,empiri,empiris,empirin,empirins,NOP,NOP,NOP,NOP,en,em,em,emp,emp,ri,in,iri,rin,0.5,0.42857142857142855,6,7
folk,~et; pl. ~ ,folk,folks,folket,folkets,folk,folks,folken,folkens,ett,fo,fo,fol,fol,lk,et,olk,ket,0.25,0.3333333333333333,4,6
avatar,~en ~er ,avatar,avatars,avataren,avatarens,avatarer,avatarers,avatarerna,avatarernas,en,av,av,ava,ava,ar,en,tar,ren,0.5,0.5,6,8
kärna,~n kärnor ,kärna,kärnas,kärnan,kärnans,kärnor,kärnors,kärnorna,kärnornas,en,kä,kä,kär,kär,na,an,rna,nan,0.4,0.3333333333333333,5,6
bastu,~n ~r ,bastu,bastus,bastun,bastuns,bastur,basturs,basturna,basturnas,en,ba,ba,bas,bas,tu,un,stu,tun,0.4,0.3333333333333333,5,6
tro,~n ,tro,tros,tron,trons,NOP,NOP,NOP,NOP,en,tr,tr,tro,tro,ro,on,tro,ron,0.3333333333333333,0.25,3,4
lokat·ion,~en ~er ,lokation,lokations,lokationen,lokationens,lokationer,lokationers,lokationerna,lokationernas,en,lo,lo,lok,lok,on,en,ion,nen,0.5,0.5,8,10
miljö,~n ~er ,miljö,miljös,miljön,miljöns,miljöer,miljöers,miljöerna,miljöernas,en,mi,mi,mil,mil,jö,ön,ljö,jön,0.4,0.3333333333333333,5,6
park,~en ~er ,park,parks,parken,parkens,parker,parkers,parkerna,parkernas,en,pa,pa,par,par,rk,en,ark,ken,0.25,0.3333333333333333,4,6
situat·ion,~en ~er ,situation,situations,situationen,situationens,situationer,situationers,situationerna,situationernas,en,si,si,sit,sit,on,en,ion,nen,0.5555555555555556,0.5454545454545454,9,11
konkret,~et ~er ,konkret,konkrets,konkretet,konkretets,konkreter,konkreters,konkreterna,konkreternas,ett,ko,ko,kon,kon,et,et,ret,tet,0.2857142857142857,0.3333333333333333,7,9
påse,~n påsar ,påse,påses,påsen,påsens,påsar,påsars,påsarna,påsarnas,en,på,på,pås,pås,se,en,åse,sen,0.5,0.4,4,5
slentrian,~en ,slentrian,slentrians,slentrianen,slentrianens,NOP,NOP,NOP,NOP,en,sl,sl,sle,sle,an,en,ian,nen,0.3333333333333333,0.36363636363636365,9,11
värdegrund,~en ~er ,värdegrund,värdegrunds,värdegrunden,värdegrundens,värdegrunder,värdegrunders,värdegrunderna,värdegrundernas,en,vä,vä,vär,vär,nd,en,und,den,0.3,0.3333333333333333,10,12
svenska,~n svenskor ,svenska,svenskas,svenskan,svenskans,svenskor,svenskors,svenskorna,svenskornas,en,sv,sv,sve,sve,ka,an,ska,kan,0.2857142857142857,0.25,7,8
budget,~en ~ar ,budget,budgets,budgeten,budgetens,budgetar,budgetars,budgetarna,budgetarnas,en,bu,bu,bud,bud,et,en,get,ten,0.3333333333333333,0.375,6,8
omfattning,~en ~ar ,omfattning,omfattnings,omfattningen,omfattningens,omfattningar,omfattningars,omfattningarna,omfattningarnas,en,om,om,omf,omf,ng,en,ing,gen,0.3,0.3333333333333333,10,12
resurs,~en ~er ,resurs,resurs,resursen,resursens,resurser,resursers,resurserna,resursernas,en,re,re,res,res,rs,en,urs,sen,0.3333333333333333,0.375,6,8
land,~et länder ,land,lands,landet,landets,länder,länders,länderna,ländernas,ett,la,la,lan,lan,nd,et,and,det,0.25,0.3333333333333333,4,6
land,~et; pl. ~ ,land,lands,landet,landets,land,lands,landen,landens,ett,la,la,lan,lan,nd,et,and,det,0.25,0.3333333333333333,4,6
land,~et ,land,lands,landet,landets,NOP,NOP,NOP,NOP,ett,la,la,lan,lan,nd,et,and,det,0.25,0.3333333333333333,4,6
fördrag,~et; pl. ~ ,fördrag,fördrags,fördraget,fördragets,fördrag,fördrags,fördragen,fördragens,ett,fö,fö,för,för,ag,et,rag,get,0.2857142857142857,0.3333333333333333,7,9
buffert,~en ~ar ,buffert,bufferts,bufferten,buffertens,buffertar,buffertars,buffertarna,buffertarnas,en,bu,bu,buf,buf,rt,en,ert,ten,0.2857142857142857,0.3333333333333333,7,9
grannlåt,~en ,grannlåt,grannlåts,grannlåten,grannlåtens,NOP,NOP,NOP,NOP,en,gr,gr,gra,gra,åt,en,låt,ten,0.25,0.3,8,10
distribut·ion,~en ~er ,distribution,distributions,distributionen,distributionens,distributioner,distributioners,distributionerna,distributionernas,en,di,di,dis,dis,on,en,ion,nen,0.4166666666666667,0.42857142857142855,12,14
sälle,~n sällar ,sälle,sälles,sällen,sällens,sällar,sällars,sällarna,sällarnas,en,sä,sä,säl,säl,le,en,lle,len,0.4,0.3333333333333333,5,6
dispens,~en ~er ,dispens,dispens,dispensen,dispensens,dispenser,dispensers,dispenserna,dispensernas,en,di,di,dis,dis,ns,en,ens,sen,0.2857142857142857,0.3333333333333333,7,9
väska,~n väskor ,väska,väskas,väskan,väskans,väskor,väskors,väskorna,väskornas,en,vä,vä,väs,väs,ka,an,ska,kan,0.4,0.3333333333333333,5,6
saga,~n sagor ,saga,sagas,sagan,sagans,sagor,sagors,sagorna,sagornas,en,sa,sa,sag,sag,ga,an,aga,gan,0.5,0.4,4,5
ordbok,~en ?böcker ,ordbok,ordboks,ordboken,ordbokens,ordböcker,ordböckers,ordböckerna,ordböckernas,en,or,or,ord,ord,ok,en,bok,ken,0.3333333333333333,0.375,6,8
prosa,~n prosor ,prosa,prosas,prosan,prosans,prosor,prosors,prosorna,prosornas,en,pr,pr,pro,pro,sa,an,osa,san,0.4,0.3333333333333333,5,6
milo,~t ~n ,milo,milos,milot,milots,milon,milons,milona,milonas,ett,mi,mi,mil,mil,lo,ot,ilo,lot,0.5,0.4,4,5
hälsa,~n ,hälsa,hälsas,hälsan,hälsans,NOP,NOP,NOP,NOP,en,hä,hä,häl,häl,sa,an,lsa,san,0.4,0.3333333333333333,5,6
princip,~en ~er ,princip,princips,principen,principens,principer,principers,principerna,principernas,en,pr,pr,pri,pri,ip,en,cip,pen,0.2857142857142857,0.3333333333333333,7,9
motsatsord,~et; pl. ~ ,motsatsord,motsatsords,motsatsordet,motsatsordets,motsatsord,motsatsords,motsatsorden,motsatsordens,ett,mo,mo,mot,mot,rd,et,ord,det,0.3,0.3333333333333333,10,12
agg,~et ,agg,aggs,agget,aggets,NOP,NOP,NOP,NOP,ett,ag,ag,agg,agg,gg,et,agg,get,0.3333333333333333,0.4,3,5
klient,~en ~er ,klient,klients,klienten,klientens,klienter,klienters,klienterna,klienternas,en,kl,kl,kli,kli,nt,en,ent,ten,0.3333333333333333,0.375,6,8
kultur,~en ~er ,kultur,kulturs,kulturen,kulturens,kulturer,kulturers,kulturerna,kulturernas,en,ku,ku,kul,kul,ur,en,tur,ren,0.3333333333333333,0.375,6,8
problem,~et; pl. ~ ,problem,problems,problemet,problemets,problem,problems,problemen,problemens,ett,pr,pr,pro,pro,em,et,lem,met,0.2857142857142857,0.3333333333333333,7,9
slog,~en ~ar ,slog,slogs,slogen,slogens,slogar,slogars,slogarna,slogarnas,en,sl,sl,slo,slo,og,en,log,gen,0.25,0.3333333333333333,4,6
process,~en ~er ,process,process,processen,processens,processer,processers,processerna,processernas,en,pr,pr,pro,pro,ss,en,ess,sen,0.2857142857142857,0.3333333333333333,7,9
chef,~en ~er ,chef,chefs,chefen,chefens,chefer,chefers,cheferna,chefernas,en,ch,ch,che,che,ef,en,hef,fen,0.25,0.3333333333333333,4,6
parcell,~en ~er ,parcell,parcells,parcellen,parcellens,parceller,parcellers,parcellerna,parcellernas,en,pa,pa,par,par,ll,en,ell,len,0.2857142857142857,0.3333333333333333,7,9
silver,silvret; pl. ~,silver,silvers,silvret,silvrets,silver,silvers,silvren,silvrens,ett,si,si,sil,sil,er,et,ver,ret,0.3333333333333333,0.2857142857142857,6,7
ämne,~t ~n ,ämne,ämnes,ämnet,ämnets,ämnen,ämnens,ämnena,ämnenas,ett,äm,äm,ämn,ämn,ne,et,mne,net,0.5,0.4,4,5
slump,~en ~ar ,slump,slumps,slumpen,slumpens,slumpar,slumpars,slumparna,slumparnas,en,sl,sl,slu,slu,mp,en,ump,pen,0.2,0.2857142857142857,5,7
sensor,~n ~er [?o´r?] ,sensor,sensors,sensorn,sensorns,sensorer,sensorers,sensorerna,sensorernas,en,se,se,sen,sen,or,rn,sor,orn,0.3333333333333333,0.2857142857142857,6,7
kemikalie,~n ~r ,kemikalie,kemikalies,kemikalien,kemikaliens,kemikalier,kemikaliers,kemikalierna,kemikaliernas,en,ke,ke,kem,kem,ie,en,lie,ien,0.5555555555555556,0.5,9,10
sinter,~n ,sinter,sinters,sintern,sinterns,NOP,NOP,NOP,NOP,en,si,si,sin,sin,er,rn,ter,ern,0.3333333333333333,0.2857142857142857,6,7
remis,~en ~er ,remis,remis,remisen,remisens,remiser,remisers,remiserna,remisernas,en,re,re,rem,rem,is,en,mis,sen,0.4,0.42857142857142855,5,7
verbform,~en ~er ,verbform,verbforms,verbformen,verbformens,verbformer,verbformers,verbformerna,verbformernas,en,ve,ve,ver,ver,rm,en,orm,men,0.25,0.3,8,10
leve,~t ~n ,leve,leves,levet,levets,leven,levens,levena,levenas,ett,le,le,lev,lev,ve,et,eve,vet,0.5,0.4,4,5
vis·ion,~en ~er ,vision,visions,visionen,visionens,visioner,visioners,visionerna,visionernas,en,vi,vi,vis,vis,on,en,ion,nen,0.5,0.5,6,8
autentiser·ing,~en ,autentisering,autentiserings,autentiseringen,autentiseringens,NOP,NOP,NOP,NOP,en,au,au,aut,aut,ng,en,ing,gen,0.46153846153846156,0.4666666666666667,13,15
törn,~en ~ar ,törn,törns,törnen,törnens,törnar,törnars,törnarna,törnarnas,en,tö,tö,tör,tör,rn,en,örn,nen,0.25,0.3333333333333333,4,6
man,~nen; pl. män,man,mans,mannen,mannens,män,mäns,männen,männens,en,ma,ma,man,man,an,en,man,nen,0.3333333333333333,0.3333333333333333,3,6
man,~nen; pl. ~ el. ~nar ,man,mans,mannen,mannens,man (mannar),mans (mannars),mannarna,mannarnas,en,ma,ma,man,man,an,en,man,nen,0.3333333333333333,0.3333333333333333,3,6
låt,~en ~ar ,låt,låts,låten,låtens,låtar,låtars,låtarna,låtarnas,en,lå,lå,låt,låt,åt,en,låt,ten,0.3333333333333333,0.4,3,5
policy,~n ~er ,policy,policys,policyn,policyns,policyer,policyers,policyerna,policyernas,en,po,po,pol,pol,cy,yn,icy,cyn,0.5,0.42857142857142855,6,7
leende,~t ~n ,leende,leendes,leendet,leendets,leenden,leendens,leendena,leendenas,ett,le,le,lee,lee,de,et,nde,det,0.5,0.42857142857142855,6,7
alternativ,~et; pl. ~ ,alternativ,alternativs,alternativet,alternativets,alternativ,alternativs,alternativen,alternativens,ett,al,al,alt,alt,iv,et,tiv,vet,0.4,0.4166666666666667,10,12
kurs,~en ~er ,kurs,kurs,kursen,kursens,kurser,kursers,kurserna,kursernas,en,ku,ku,kur,kur,rs,en,urs,sen,0.25,0.3333333333333333,4,6
modd,~en ,modd,modds,modden,moddens,NOP,NOP,NOP,NOP,en,mo,mo,mod,mod,dd,en,odd,den,0.25,0.3333333333333333,4,6
påståendesats,~en ~er ,påståendesats,påståendesats,påståendesatsen,påståendesatsens,påståendesatser,påståendesatsers,påståendesatserna,påståendesatsernas,en,på,på,pås,pås,ts,en,ats,sen,0.38461538461538464,0.4,13,15
jämställdhet,~en ,jämställdhet,jämställdhets,jämställdheten,jämställdhetens,NOP,NOP,NOP,NOP,en,jä,jä,jäm,jäm,et,en,het,ten,0.25,0.2857142857142857,12,14
såt,~en ~ar ,såt,såts,såten,såtens,såtar,såtars,såtarna,såtarnas,en,så,så,såt,såt,åt,en,såt,ten,0.3333333333333333,0.4,3,5
stad,~en el. vard. stan; pl. städer ,stad,stads,staden (stan),stadens (stans),städer,städers,städerna,städernas,en,st,st,sta,sta,ad,an,tad,tan,0.25,0.23076923076923078,4,13
stad,~en ~er ,stad,stads,staden,stadens,stader,staders,staderna,stadernas,en,st,st,sta,sta,ad,en,tad,den,0.25,0.3333333333333333,4,6
cour,~en ~er ,cour,cours,couren,courens,courer,courers,courerna,courernas,en,co,co,cou,cou,ur,en,our,ren,0.5,0.5,4,6
öl,~et el. ~en; pl. ~ ibl. ~er ,öl (en öl),öls (en öls),ölet (ölen),ölets (ölens),öl (öler),öls (ölers),ölen (ölerna),ölens (ölernas),ett,öl,öl,öl ,öle,öl,en, öl,len,0.3,0.36363636363636365,10,11
ur,~en ~ar ,ur,urs,uret,urets,ur,urs,uren,urens,ett,ur,ur,ur,ure,ur,et,ur,ret,0.5,0.5,2,4
dissident,~en ~er ,dissident,dissidents,dissidenten,dissidentens,dissidenter,dissidenters,dissidenterna,dissidenternas,en,di,di,dis,dis,nt,en,ent,ten,0.3333333333333333,0.36363636363636365,9,11
äska,~n äskor ,äska,äskas,äskan,äskans,äskor,äskors,äskorna,äskornas,en,äs,äs,äsk,äsk,ka,an,ska,kan,0.5,0.4,4,5
x,x:et; pl. x,x,x:s,x:et,x:ets,x,x:s,x:en,x:ens,ett,x,x:,x,x:e,x,et,x,:et,0.0,0.25,1,4
medlidande,~t ,medlidande,medlidandes,medlidandet,medlidandets,NOP,NOP,NOP,NOP,ett,me,me,med,med,de,et,nde,det,0.4,0.36363636363636365,10,11
lön,~en ~er ,lön,löns,lönen,lönens,löner,löners,lönerna,lönernas,en,lö,lö,lön,lön,ön,en,lön,nen,0.3333333333333333,0.4,3,5
barn,~et; pl. ~ ,barn,barns,barnet,barnets,barn,barns,barnen,barnens,ett,ba,ba,bar,bar,rn,et,arn,net,0.25,0.3333333333333333,4,6
dokument,~et; pl. ~ ,dokument,dokuments,dokumentet,dokumentets,dokument,dokuments,dokumenten,dokumentens,ett,do,do,dok,dok,nt,et,ent,tet,0.375,0.4,8,10
mod,~et ,mod,mods,modet,modets,NOP,NOP,NOP,NOP,ett,mo,mo,mod,mod,od,et,mod,det,0.3333333333333333,0.4,3,5
offerer·ing,~en ,offerering,offererings,offereringen,offereringens,NOP,NOP,NOP,NOP,en,of,of,off,off,ng,en,ing,gen,0.4,0.4166666666666667,10,12
stavning,~en ~ar ,stavning,stavnings,stavningen,stavningens,stavningar,stavningars,stavningarna,stavningarnas,en,st,st,sta,sta,ng,en,ing,gen,0.25,0.3,8,10
bräsma,~n bräsmor ,bräsma,bräsmas,bräsman,bräsmans,bräsmor,bräsmors,bräsmorna,bräsmornas,en,br,br,brä,brä,ma,an,sma,man,0.3333333333333333,0.2857142857142857,6,7
bias,~en ~er ,bias,bias,biasen,biasens,biaser,biasers,biaserna,biasernas,en,bi,bi,bia,bia,as,en,ias,sen,0.5,0.5,4,6
mål,~et; pl. ~ ,mål,måls,målet,målets,mål,måls,målen,målens,ett,må,må,mål,mål,ål,et,mål,let,0.3333333333333333,0.4,3,5
utfall,~et; pl. ~ ,utfall,utfalls,utfallet,utfallets,utfall,utfalls,utfallen,utfallens,ett,ut,ut,utf,utf,ll,et,all,let,0.3333333333333333,0.375,6,8
mantra,~t ~n ,mantra,mantras,mantrat,mantrats,mantran,mantrans,mantrana,mantranas,ett,ma,ma,man,man,ra,at,tra,rat,0.3333333333333333,0.2857142857142857,6,7
autonomi,~n ~er ,autonomi,autonomis,autonomin,autonomins,autonomier,autonomiers,autonomierna,autonomiernas,en,au,au,aut,aut,mi,in,omi,min,0.625,0.5555555555555556,8,9
nat·ionsbyggande,~t ,nationsbyggande,nationsbyggandes,nationsbyggandet,nationsbyggandets,NOP,NOP,NOP,NOP,ett,na,na,nat,nat,de,et,nde,det,0.4,0.375,15,16
sammanhang,~et; pl. ~ ,sammanhang,sammanhangs,sammanhanget,sammanhangets,sammanhang,sammanhangs,sammanhangen,sammanhangens,ett,sa,sa,sam,sam,ng,et,ang,get,0.3,0.3333333333333333,10,12
skeende,~t ~n ,skeende,skeendes,skeendet,skeendets,skeenden,skeendens,skeendena,skeendenas,ett,sk,sk,ske,ske,de,et,nde,det,0.42857142857142855,0.375,7,8
tand,~en tänder ,tand,tands,tanden,tandens,tänder,tänders,tänderna,tändernas,en,ta,ta,tan,tan,nd,en,and,den,0.25,0.3333333333333333,4,6
video,~n ~r ,video,videos,videon,videons,videor,videors,videorna,videornas,en,vi,vi,vid,vid,eo,on,deo,eon,0.6,0.5,5,6
feminism,~en ~er ,feminism,feminisms,feminismen,feminismens,feminismer,feminismers,feminismerna,feminismernas,en,fe,fe,fem,fem,sm,en,ism,men,0.375,0.4,8,10
restitut·ion,~en ~er ,restitution,restitutions,restitutionen,restitutionens,restitutioner,restitutioners,restitutionerna,restitutionernas,en,re,re,res,res,on,en,ion,nen,0.45454545454545453,0.46153846153846156,11,13
kanton,~en ~er ,kanton,kantons,kantonen,kantonens,kantoner,kantoners,kantonerna,kantonernas,en,ka,ka,kan,kan,on,en,ton,nen,0.3333333333333333,0.375,6,8
rimning,~en ,rimning,rimnings,rimningen,rimningens,NOP,NOP,NOP,NOP,en,ri,ri,rim,rim,ng,en,ing,gen,0.2857142857142857,0.3333333333333333,7,9
bekräftelse,~n ~r ,bekräftelse,bekräftelses,bekräftelsen,bekräftelsens,bekräftelser,bekräftelsers,bekräftelserna,bekräftelsernas,en,be,be,bek,bek,se,en,lse,sen,0.36363636363636365,0.3333333333333333,11,12
sångbok,~en ?böcker ,sångbok,sångboks,sångboken,sångbokens,sångböcker,sångböckers,sångböckerna,sångböckernas,en,så,så,sån,sån,ok,en,bok,ken,0.2857142857142857,0.3333333333333333,7,9
oligopol,~et; pl. ~ ,oligopol,oligopols,oligopolet,oligopolets,oligopol,oligopols,oligopolen,oligopolens,ett,ol,ol,oli,oli,ol,et,pol,let,0.5,0.5,8,10
paroll,~en ~er ,paroll,parolls,parollen,parollens,paroller,parollers,parollerna,parollernas,en,pa,pa,par,par,ll,en,oll,len,0.3333333333333333,0.375,6,8
svenskkunskap,~en ~er ,svenskkunskap,svenskkunskaps,svenskkunskapen,svenskkunskapens,svenskkunskaper,svenskkunskapers,svenskkunskaperna,svenskkunskapernas,en,sv,sv,sve,sve,ap,en,kap,pen,0.23076923076923078,0.26666666666666666,13,15
fönster,fönstret; pl. ~,fönster,fönsters,fönstret,fönstrets,fönster,fönsters,fönstren,fönstrens,ett,fö,fö,fön,fön,er,et,ter,ret,0.2857142857142857,0.25,7,8
verktyg,~et; pl. ~ ,verktyg,verktygs,verktyget,verktygets,verktyg,verktygs,verktygen,verktygens,ett,ve,ve,ver,ver,yg,et,tyg,get,0.2857142857142857,0.3333333333333333,7,9
blaj,~et ,blaj,blajs,blajet,blajets,NOP,NOP,NOP,NOP,ett,bl,bl,bla,bla,aj,et,laj,jet,0.25,0.3333333333333333,4,6
definit·ion,~en ~er ,definition,definitions,definitionen,definitionens,definitioner,definitioners,definitionerna,definitionernas,en,de,de,def,def,on,en,ion,nen,0.5,0.5,10,12
community,~n; pl. communities ,community,communitys,communityn,communityns,communities,communities,NOP,NOP,en,co,co,com,com,ty,yn,ity,tyn,0.4444444444444444,0.4,9,10
mjukning,~en ,mjukning,mjuknings,mjukningen,mjukningens,NOP,NOP,NOP,NOP,en,mj,mj,mju,mju,ng,en,ing,gen,0.25,0.3,8,10
mjukn·ing,~en ,mjukning,mjuknings,mjukningen,mjukningens,NOP,NOP,NOP,NOP,en,mj,mj,mju,mju,ng,en,ing,gen,0.25,0.3,8,10
mulatt,~en ~er ,mulatt,mulatts,mulatten,mulattens,mulatter,mulatters,mulatterna,mulatternas,en,mu,mu,mul,mul,tt,en,att,ten,0.3333333333333333,0.375,6,8
censur,~en ,censur,censurs,censuren,censurens,NOP,NOP,NOP,NOP,en,ce,ce,cen,cen,ur,en,sur,ren,0.3333333333333333,0.375,6,8
stat,~en ~er ,stat,stats,staten,statens,stater,staters,staterna,staternas,en,st,st,sta,sta,at,en,tat,ten,0.25,0.3333333333333333,4,6
l,l:et; pl. l,l,l:s,l:et,l:ets,l,l:s,l:en,l:ens,ett,l,l:,l,l:e,l,et,l,:et,0.0,0.25,1,4
skäl,~et; pl. ~ ,skäl,skäls,skälet,skälets,skäl,skäls,skälen,skälens,ett,sk,sk,skä,skä,äl,et,käl,let,0.25,0.3333333333333333,4,6
aktör,~en ~er ,aktör,aktörs,aktören,aktörens,aktörer,aktörers,aktörerna,aktörernas,en,ak,ak,akt,akt,ör,en,tör,ren,0.4,0.42857142857142855,5,7
paprika,~n paprikor ,paprika,paprikas,paprikan,paprikans,paprikor,paprikors,paprikorna,paprikornas,en,pa,pa,pap,pap,ka,an,ika,kan,0.42857142857142855,0.375,7,8
omstart,~en ~er ,omstart,omstarts,omstarten,omstartens,omstarter,omstarters,omstarterna,omstarternas,en,om,om,oms,oms,rt,en,art,ten,0.2857142857142857,0.3333333333333333,7,9
syntax,~en ~er ,syntax,syntax,syntaxen,syntaxens,syntaxer,syntaxers,syntaxerna,syntaxernas,en,sy,sy,syn,syn,ax,en,tax,xen,0.3333333333333333,0.375,6,8
betryck,~et ,betryck,betrycks,betrycket,betryckets,NOP,NOP,NOP,NOP,ett,be,be,bet,bet,ck,et,yck,ket,0.2857142857142857,0.3333333333333333,7,9
sarg,~en; pl. ~er hellre än ~ar ,sarg,sargs,sargen,sargens,sarger (sargar),sargers (sargars),sargerna (sargarna),sargernas (sargarnas),en,sa,sa,sar,sar,rg,en,arg,gen,0.25,0.3333333333333333,4,6
skolt,~en ~er ,skolt,skolts,skolten,skoltens,skolter,skolters,skolterna,skolternas,en,sk,sk,sko,sko,lt,en,olt,ten,0.2,0.2857142857142857,5,7
original,~et; pl. ~ ,original,originals,originalet,originalets,original,originals,originalen,originalens,ett,or,or,ori,ori,al,et,nal,let,0.5,0.5,8,10
nomenklatur,~en ~er ,nomenklatur,nomenklaturs,nomenklaturen,nomenklaturens,nomenklaturer,nomenklaturers,nomenklaturerna,nomenklaturernas,en,no,no,nom,nom,ur,en,tur,ren,0.36363636363636365,0.38461538461538464,11,13
soffa,~n soffor ,soffa,soffas,soffan,soffans,soffor,soffors,sofforna,soffornas,en,so,so,sof,sof,fa,an,ffa,fan,0.4,0.3333333333333333,5,6
nedkomst,~en ~er ,nedkomst,nedkomsts,nedkomsten,nedkomstens,nedkomster,nedkomsters,nedkomsterna,nedkomsternas,en,ne,ne,ned,ned,st,en,mst,ten,0.25,0.3,8,10
byfåne,~n ?fånar ,byfåne,byfånes,byfånen,byfånens,byfånar,byfånars,byfånarna,byfånarnas,en,by,by,byf,byf,ne,en,åne,nen,0.5,0.42857142857142855,6,7
kort,~et; pl. ~ ,kort,korts,kortet,kortets,kort,korts,korten,kortens,ett,ko,ko,kor,kor,rt,et,ort,tet,0.25,0.3333333333333333,4,6
skriftspråk,~et; pl. ~ ,skriftspråk,skriftspråks,skriftspråket,skriftspråkets,skriftspråk,skriftspråks,skriftspråken,skriftspråkens,ett,sk,sk,skr,skr,åk,et,råk,ket,0.18181818181818182,0.23076923076923078,11,13
prolog,~en ~er ,prolog,prologs,prologen,prologens,prologer,prologers,prologerna,prologernas,en,pr,pr,pro,pro,og,en,log,gen,0.3333333333333333,0.375,6,8
abstrakt,~et ~er ,abstrakt,abstrakts,abstraktet,abstraktets,abstrakter,abstrakters,abstrakterna,abstrakternas,ett,ab,ab,abs,abs,kt,et,akt,tet,0.25,0.3,8,10
abstrakt,~en ~er ,abstrakt,abstrakts,abstrakten,abstraktens,abstrakter,abstrakters,abstrakterna,abstrakternas,en,ab,ab,abs,abs,kt,en,akt,ten,0.25,0.3,8,10
abstrakt,~et el. ~en; pl. ~ el. ~er ,abstrakt (en abstrakt),abstrakts (en abstrakts),abstraktet (abstrakten),abstraktets (abstraktens),abstrakt (abstrakter),abstrakts (abstrakters),abstrakten (abstrakterna),abstraktens (abstrakternas),ett,ab,ab,abs,abs,kt,en,akt,ten,0.22727272727272727,0.2608695652173913,22,23
korsord,~et; pl. ~ ,korsord,korsords,korsordet,korsordets,korsord,korsords,korsorden,korsordens,ett,ko,ko,kor,kor,rd,et,ord,det,0.2857142857142857,0.3333333333333333,7,9
